news,label_key,gold,pred_binary,correct
"December gold $4.20, or 0.3%, higher at $1,277.70/oz.",Price Sentiment_negative,0,1,0
"December gold $4.20, or 0.3%, higher at $1,277.70/oz.",Price Sentiment_none,0,0,1
"gold settles at 2-week high, marks longest string of gains in 5 weeks",Price Direction Up,1,1,1
"gold settles at 2-week high, marks longest string of gains in 5 weeks",Price Direction Constant,0,0,1
"gold settles at 2-week high, marks longest string of gains in 5 weeks",Price Direction Down,0,0,1
"gold settles at 2-week high, marks longest string of gains in 5 weeks",Asset Comparision,0,0,1
"gold settles at 2-week high, marks longest string of gains in 5 weeks",Past Information,1,1,1
"gold settles at 2-week high, marks longest string of gains in 5 weeks",Future Information,0,0,1
"gold settles at 2-week high, marks longest string of gains in 5 weeks",Price Sentiment_positive,1,1,1
"gold settles at 2-week high, marks longest string of gains in 5 weeks",Price Sentiment_negative,0,0,1
"gold settles at 2-week high, marks longest string of gains in 5 weeks",Price Sentiment_none,0,0,1
gold futures end 0.5% higher at $926.70 an ounce,Price Direction Up,1,1,1
gold futures end 0.5% higher at $926.70 an ounce,Price Direction Constant,0,0,1
gold futures end 0.5% higher at $926.70 an ounce,Price Direction Down,0,0,1
gold futures end 0.5% higher at $926.70 an ounce,Asset Comparision,0,0,1
gold futures end 0.5% higher at $926.70 an ounce,Past Information,1,1,1
gold futures end 0.5% higher at $926.70 an ounce,Future Information,0,0,1
gold futures end 0.5% higher at $926.70 an ounce,Price Sentiment_positive,1,1,1
gold futures end 0.5% higher at $926.70 an ounce,Price Sentiment_negative,0,0,1
gold futures end 0.5% higher at $926.70 an ounce,Price Sentiment_none,0,0,1
meridian to buy gold fields j.v. for $7.5m,Price Direction Up,0,0,1
meridian to buy gold fields j.v. for $7.5m,Price Direction Constant,0,0,1
meridian to buy gold fields j.v. for $7.5m,Price Direction Down,0,0,1
meridian to buy gold fields j.v. for $7.5m,Asset Comparision,0,0,1
meridian to buy gold fields j.v. for $7.5m,Past Information,1,0,0
meridian to buy gold fields j.v. for $7.5m,Future Information,0,0,1
meridian to buy gold fields j.v. for $7.5m,Price Sentiment_positive,0,1,0
meridian to buy gold fields j.v. for $7.5m,Price Sentiment_negative,0,0,1
meridian to buy gold fields j.v. for $7.5m,Price Sentiment_none,1,0,0
Gold Prices Slip Lower on Stronger U.S. Dollar,Price Direction Up,0,0,1
Gold Prices Slip Lower on Stronger U.S. Dollar,Price Direction Constant,0,0,1
Gold Prices Slip Lower on Stronger U.S. Dollar,Price Direction Down,1,1,1
Gold Prices Slip Lower on Stronger U.S. Dollar,Asset Comparision,1,1,1
Gold Prices Slip Lower on Stronger U.S. Dollar,Past Information,1,1,1
Gold Prices Slip Lower on Stronger U.S. Dollar,Future Information,0,0,1
Gold Prices Slip Lower on Stronger U.S. Dollar,Price Sentiment_positive,0,0,1
Gold Prices Slip Lower on Stronger U.S. Dollar,Price Sentiment_negative,1,1,1
Gold Prices Slip Lower on Stronger U.S. Dollar,Price Sentiment_none,0,0,1
jan. gold moves up on globex after earlier losses,Price Direction Up,1,1,1
jan. gold moves up on globex after earlier losses,Price Direction Constant,0,0,1
jan. gold moves up on globex after earlier losses,Price Direction Down,0,0,1
jan. gold moves up on globex after earlier losses,Asset Comparision,0,0,1
jan. gold moves up on globex after earlier losses,Past Information,1,1,1
jan. gold moves up on globex after earlier losses,Future Information,0,0,1
jan. gold moves up on globex after earlier losses,Price Sentiment_positive,1,1,1
jan. gold moves up on globex after earlier losses,Price Sentiment_negative,0,0,1
jan. gold moves up on globex after earlier losses,Price Sentiment_none,0,0,1
mcx goldpetal april contract tumbles nearly 6%,Price Direction Up,0,0,1
mcx goldpetal april contract tumbles nearly 6%,Price Direction Constant,0,0,1
mcx goldpetal april contract tumbles nearly 6%,Price Direction Down,1,1,1
mcx goldpetal april contract tumbles nearly 6%,Asset Comparision,0,0,1
mcx goldpetal april contract tumbles nearly 6%,Past Information,1,1,1
mcx goldpetal april contract tumbles nearly 6%,Future Information,0,0,1
mcx goldpetal april contract tumbles nearly 6%,Price Sentiment_positive,0,0,1
mcx goldpetal april contract tumbles nearly 6%,Price Sentiment_negative,1,1,1
mcx goldpetal april contract tumbles nearly 6%,Price Sentiment_none,0,0,1
"february gold up $7.80, or 0.6%, at $1,335/oz.",Price Direction Up,1,1,1
"february gold up $7.80, or 0.6%, at $1,335/oz.",Price Direction Constant,0,0,1
"february gold up $7.80, or 0.6%, at $1,335/oz.",Price Direction Down,0,0,1
"february gold up $7.80, or 0.6%, at $1,335/oz.",Asset Comparision,0,0,1
"february gold up $7.80, or 0.6%, at $1,335/oz.",Past Information,1,1,1
"february gold up $7.80, or 0.6%, at $1,335/oz.",Future Information,0,0,1
"february gold up $7.80, or 0.6%, at $1,335/oz.",Price Sentiment_positive,1,1,1
"february gold up $7.80, or 0.6%, at $1,335/oz.",Price Sentiment_negative,0,1,0
"february gold up $7.80, or 0.6%, at $1,335/oz.",Price Sentiment_none,0,0,1
gold futures gain ahead of fed interest rate decision,Price Direction Up,1,1,1
gold futures gain ahead of fed interest rate decision,Price Direction Constant,0,0,1
gold futures gain ahead of fed interest rate decision,Price Direction Down,0,0,1
gold futures gain ahead of fed interest rate decision,Asset Comparision,0,0,1
gold futures gain ahead of fed interest rate decision,Past Information,1,0,0
gold futures gain ahead of fed interest rate decision,Future Information,0,1,0
gold futures gain ahead of fed interest rate decision,Price Sentiment_positive,1,1,1
gold futures gain ahead of fed interest rate decision,Price Sentiment_negative,0,1,0
gold futures gain ahead of fed interest rate decision,Price Sentiment_none,0,0,1
"dollar plunges to weakest since 2014 - cable, euro, gold surge",Price Direction Up,0,0,1
"dollar plunges to weakest since 2014 - cable, euro, gold surge",Price Direction Constant,0,0,1
"dollar plunges to weakest since 2014 - cable, euro, gold surge",Price Direction Down,1,0,0
"dollar plunges to weakest since 2014 - cable, euro, gold surge",Asset Comparision,1,0,0
"dollar plunges to weakest since 2014 - cable, euro, gold surge",Past Information,1,0,0
"dollar plunges to weakest since 2014 - cable, euro, gold surge",Future Information,0,0,1
"dollar plunges to weakest since 2014 - cable, euro, gold surge",Price Sentiment_positive,0,0,1
"dollar plunges to weakest since 2014 - cable, euro, gold surge",Price Sentiment_negative,1,1,1
"dollar plunges to weakest since 2014 - cable, euro, gold surge",Price Sentiment_none,0,0,1
gold rises on doubts about government plans,Price Direction Up,1,0,0
gold rises on doubts about government plans,Price Direction Constant,0,0,1
gold rises on doubts about government plans,Price Direction Down,0,0,1
gold rises on doubts about government plans,Asset Comparision,0,0,1
gold rises on doubts about government plans,Past Information,1,0,0
gold rises on doubts about government plans,Future Information,0,0,1
gold rises on doubts about government plans,Price Sentiment_positive,1,0,0
gold rises on doubts about government plans,Price Sentiment_negative,0,0,1
gold rises on doubts about government plans,Price Sentiment_none,0,0,1
commerzbank : gold hits five-month high on multiple factors,Price Direction Up,1,1,1
commerzbank : gold hits five-month high on multiple factors,Price Direction Constant,0,0,1
commerzbank : gold hits five-month high on multiple factors,Price Direction Down,0,0,1
commerzbank : gold hits five-month high on multiple factors,Asset Comparision,0,0,1
commerzbank : gold hits five-month high on multiple factors,Past Information,1,1,1
commerzbank : gold hits five-month high on multiple factors,Future Information,0,0,1
commerzbank : gold hits five-month high on multiple factors,Price Sentiment_positive,1,1,1
commerzbank : gold hits five-month high on multiple factors,Price Sentiment_negative,0,0,1
commerzbank : gold hits five-month high on multiple factors,Price Sentiment_none,0,0,1
MCX GOLDPETAL Nov contract trades lower,Price Direction Up,0,0,1
MCX GOLDPETAL Nov contract trades lower,Price Direction Constant,0,0,1
MCX GOLDPETAL Nov contract trades lower,Price Direction Down,1,1,1
MCX GOLDPETAL Nov contract trades lower,Asset Comparision,0,0,1
MCX GOLDPETAL Nov contract trades lower,Past Information,1,1,1
MCX GOLDPETAL Nov contract trades lower,Future Information,0,1,0
MCX GOLDPETAL Nov contract trades lower,Price Sentiment_positive,0,0,1
MCX GOLDPETAL Nov contract trades lower,Price Sentiment_negative,1,1,1
MCX GOLDPETAL Nov contract trades lower,Price Sentiment_none,0,0,1
Gold futures up 0.36% on positive global cues,Price Direction Up,1,1,1
Gold futures up 0.36% on positive global cues,Price Direction Constant,0,0,1
Gold futures up 0.36% on positive global cues,Price Direction Down,0,0,1
Gold futures up 0.36% on positive global cues,Asset Comparision,0,0,1
Gold futures up 0.36% on positive global cues,Past Information,1,0,0
Gold futures up 0.36% on positive global cues,Future Information,0,0,1
Gold futures up 0.36% on positive global cues,Price Sentiment_positive,1,1,1
Gold futures up 0.36% on positive global cues,Price Sentiment_negative,0,0,1
Gold futures up 0.36% on positive global cues,Price Sentiment_none,0,0,1
NCDEX opens gold delivery centre in Hyderabad,Price Direction Up,0,0,1
NCDEX opens gold delivery centre in Hyderabad,Price Direction Constant,0,0,1
NCDEX opens gold delivery centre in Hyderabad,Price Direction Down,0,0,1
NCDEX opens gold delivery centre in Hyderabad,Asset Comparision,0,0,1
NCDEX opens gold delivery centre in Hyderabad,Past Information,1,0,0
NCDEX opens gold delivery centre in Hyderabad,Future Information,0,0,1
NCDEX opens gold delivery centre in Hyderabad,Price Sentiment_positive,0,1,0
NCDEX opens gold delivery centre in Hyderabad,Price Sentiment_negative,0,0,1
NCDEX opens gold delivery centre in Hyderabad,Price Sentiment_none,1,0,0
zimbabwe : us$100 million gold centres on cards,Price Direction Up,0,0,1
zimbabwe : us$100 million gold centres on cards,Price Direction Constant,0,0,1
zimbabwe : us$100 million gold centres on cards,Price Direction Down,0,0,1
zimbabwe : us$100 million gold centres on cards,Asset Comparision,0,0,1
zimbabwe : us$100 million gold centres on cards,Past Information,1,0,0
zimbabwe : us$100 million gold centres on cards,Future Information,0,0,1
zimbabwe : us$100 million gold centres on cards,Price Sentiment_positive,0,0,1
zimbabwe : us$100 million gold centres on cards,Price Sentiment_negative,0,1,0
zimbabwe : us$100 million gold centres on cards,Price Sentiment_none,1,0,0
gold sales yet to gain last year's sparkle,Price Direction Up,1,0,0
gold sales yet to gain last year's sparkle,Price Direction Constant,0,0,1
gold sales yet to gain last year's sparkle,Price Direction Down,0,0,1
gold sales yet to gain last year's sparkle,Asset Comparision,0,0,1
gold sales yet to gain last year's sparkle,Past Information,1,1,1
gold sales yet to gain last year's sparkle,Future Information,0,0,1
gold sales yet to gain last year's sparkle,Price Sentiment_positive,1,0,0
gold sales yet to gain last year's sparkle,Price Sentiment_negative,0,1,0
gold sales yet to gain last year's sparkle,Price Sentiment_none,0,0,1
Gold holds steady; US govt shudown worries investors,Price Direction Up,0,0,1
Gold holds steady; US govt shudown worries investors,Price Direction Constant,1,1,1
Gold holds steady; US govt shudown worries investors,Price Direction Down,0,0,1
Gold holds steady; US govt shudown worries investors,Asset Comparision,0,1,0
Gold holds steady; US govt shudown worries investors,Past Information,1,0,0
Gold holds steady; US govt shudown worries investors,Future Information,0,0,1
Gold holds steady; US govt shudown worries investors,Price Sentiment_positive,0,0,1
Gold holds steady; US govt shudown worries investors,Price Sentiment_negative,0,1,0
Gold holds steady; US govt shudown worries investors,Price Sentiment_none,0,0,1
"Gold futures down at Rs 31,345 on weak global cues",Price Direction Up,0,0,1
"Gold futures down at Rs 31,345 on weak global cues",Price Direction Constant,0,0,1
"Gold futures down at Rs 31,345 on weak global cues",Price Direction Down,1,1,1
"Gold futures down at Rs 31,345 on weak global cues",Asset Comparision,0,0,1
"Gold futures down at Rs 31,345 on weak global cues",Past Information,1,0,0
"Gold futures down at Rs 31,345 on weak global cues",Future Information,0,0,1
"Gold futures down at Rs 31,345 on weak global cues",Price Sentiment_positive,0,0,1
"Gold futures down at Rs 31,345 on weak global cues",Price Sentiment_negative,1,1,1
"Gold futures down at Rs 31,345 on weak global cues",Price Sentiment_none,0,0,1
mcx gold december contract trades lower,Price Direction Up,0,0,1
mcx gold december contract trades lower,Price Direction Constant,0,0,1
mcx gold december contract trades lower,Price Direction Down,1,1,1
mcx gold december contract trades lower,Asset Comparision,0,0,1
mcx gold december contract trades lower,Past Information,1,1,1
mcx gold december contract trades lower,Future Information,0,0,1
mcx gold december contract trades lower,Price Sentiment_positive,0,0,1
mcx gold december contract trades lower,Price Sentiment_negative,1,1,1
mcx gold december contract trades lower,Price Sentiment_none,0,0,1
"Gold regains 29K mark on fresh buying, silver marginally up",Price Direction Up,1,1,1
"Gold regains 29K mark on fresh buying, silver marginally up",Price Direction Constant,0,0,1
"Gold regains 29K mark on fresh buying, silver marginally up",Price Direction Down,0,0,1
"Gold regains 29K mark on fresh buying, silver marginally up",Asset Comparision,1,0,0
"Gold regains 29K mark on fresh buying, silver marginally up",Past Information,1,0,0
"Gold regains 29K mark on fresh buying, silver marginally up",Future Information,0,0,1
"Gold regains 29K mark on fresh buying, silver marginally up",Price Sentiment_positive,1,1,1
"Gold regains 29K mark on fresh buying, silver marginally up",Price Sentiment_negative,0,0,1
"Gold regains 29K mark on fresh buying, silver marginally up",Price Sentiment_none,0,0,1
gold gains in asia as china caixin manufacturing pmi gains,Price Direction Up,1,1,1
gold gains in asia as china caixin manufacturing pmi gains,Price Direction Constant,0,0,1
gold gains in asia as china caixin manufacturing pmi gains,Price Direction Down,0,0,1
gold gains in asia as china caixin manufacturing pmi gains,Asset Comparision,0,0,1
gold gains in asia as china caixin manufacturing pmi gains,Past Information,1,0,0
gold gains in asia as china caixin manufacturing pmi gains,Future Information,0,0,1
gold gains in asia as china caixin manufacturing pmi gains,Price Sentiment_positive,1,1,1
gold gains in asia as china caixin manufacturing pmi gains,Price Sentiment_negative,0,0,1
gold gains in asia as china caixin manufacturing pmi gains,Price Sentiment_none,0,0,1
"Dec. gold down 20 cents at $1,343.20/oz",Price Direction Up,0,0,1
"Dec. gold down 20 cents at $1,343.20/oz",Price Direction Constant,0,0,1
"Dec. gold down 20 cents at $1,343.20/oz",Price Direction Down,1,1,1
"Dec. gold down 20 cents at $1,343.20/oz",Asset Comparision,0,0,1
"Dec. gold down 20 cents at $1,343.20/oz",Past Information,1,1,1
"Dec. gold down 20 cents at $1,343.20/oz",Future Information,0,0,1
"Dec. gold down 20 cents at $1,343.20/oz",Price Sentiment_positive,0,0,1
"Dec. gold down 20 cents at $1,343.20/oz",Price Sentiment_negative,1,1,1
"Dec. gold down 20 cents at $1,343.20/oz",Price Sentiment_none,0,0,1
curb on south korean imports pushes up gold prices,Price Direction Up,1,1,1
curb on south korean imports pushes up gold prices,Price Direction Constant,0,0,1
curb on south korean imports pushes up gold prices,Price Direction Down,0,0,1
curb on south korean imports pushes up gold prices,Asset Comparision,0,0,1
curb on south korean imports pushes up gold prices,Past Information,1,0,0
curb on south korean imports pushes up gold prices,Future Information,0,0,1
curb on south korean imports pushes up gold prices,Price Sentiment_positive,1,0,0
curb on south korean imports pushes up gold prices,Price Sentiment_negative,0,1,0
curb on south korean imports pushes up gold prices,Price Sentiment_none,0,0,1
"Gold slips to 2-week low on global cues, muted demand",Price Direction Up,0,0,1
"Gold slips to 2-week low on global cues, muted demand",Price Direction Constant,0,0,1
"Gold slips to 2-week low on global cues, muted demand",Price Direction Down,1,1,1
"Gold slips to 2-week low on global cues, muted demand",Asset Comparision,0,0,1
"Gold slips to 2-week low on global cues, muted demand",Past Information,1,1,1
"Gold slips to 2-week low on global cues, muted demand",Future Information,0,0,1
"Gold slips to 2-week low on global cues, muted demand",Price Sentiment_positive,0,0,1
"Gold slips to 2-week low on global cues, muted demand",Price Sentiment_negative,1,1,1
"Gold slips to 2-week low on global cues, muted demand",Price Sentiment_none,0,0,1
"Gold rings up fresh 7-week high, but loses grip on $1,200 level",Price Direction Up,1,1,1
"Gold rings up fresh 7-week high, but loses grip on $1,200 level",Price Direction Constant,0,0,1
"Gold rings up fresh 7-week high, but loses grip on $1,200 level",Price Direction Down,0,0,1
"Gold rings up fresh 7-week high, but loses grip on $1,200 level",Asset Comparision,0,0,1
"Gold rings up fresh 7-week high, but loses grip on $1,200 level",Past Information,1,1,1
"Gold rings up fresh 7-week high, but loses grip on $1,200 level",Future Information,0,0,1
"Gold rings up fresh 7-week high, but loses grip on $1,200 level",Price Sentiment_positive,1,1,1
"Gold rings up fresh 7-week high, but loses grip on $1,200 level",Price Sentiment_negative,0,1,0
"Gold rings up fresh 7-week high, but loses grip on $1,200 level",Price Sentiment_none,0,0,1
Gold ends slightly higher following a recent drop to three-week lows,Price Direction Up,1,0,0
Gold ends slightly higher following a recent drop to three-week lows,Price Direction Constant,0,0,1
Gold ends slightly higher following a recent drop to three-week lows,Price Direction Down,0,0,1
Gold ends slightly higher following a recent drop to three-week lows,Asset Comparision,0,0,1
Gold ends slightly higher following a recent drop to three-week lows,Past Information,1,1,1
Gold ends slightly higher following a recent drop to three-week lows,Future Information,0,0,1
Gold ends slightly higher following a recent drop to three-week lows,Price Sentiment_positive,1,1,1
Gold ends slightly higher following a recent drop to three-week lows,Price Sentiment_negative,0,0,1
Gold ends slightly higher following a recent drop to three-week lows,Price Sentiment_none,0,0,1
gold futures retain losses after economic data,Price Direction Up,0,0,1
gold futures retain losses after economic data,Price Direction Constant,0,0,1
gold futures retain losses after economic data,Price Direction Down,1,1,1
gold futures retain losses after economic data,Asset Comparision,0,0,1
gold futures retain losses after economic data,Past Information,1,1,1
gold futures retain losses after economic data,Future Information,0,0,1
gold futures retain losses after economic data,Price Sentiment_positive,0,0,1
gold futures retain losses after economic data,Price Sentiment_negative,1,1,1
gold futures retain losses after economic data,Price Sentiment_none,0,0,1
gold futures edge up,Price Direction Up,1,0,0
gold futures edge up,Price Direction Constant,0,0,1
gold futures edge up,Price Direction Down,0,0,1
gold futures edge up,Asset Comparision,0,0,1
gold futures edge up,Past Information,1,0,0
gold futures edge up,Future Information,0,0,1
gold futures edge up,Price Sentiment_positive,1,1,1
gold futures edge up,Price Sentiment_negative,0,0,1
gold futures edge up,Price Sentiment_none,0,0,1
moody's may upgrade ratings on gold kist,Price Direction Up,0,0,1
moody's may upgrade ratings on gold kist,Price Direction Constant,0,0,1
moody's may upgrade ratings on gold kist,Price Direction Down,0,0,1
moody's may upgrade ratings on gold kist,Asset Comparision,0,0,1
moody's may upgrade ratings on gold kist,Past Information,1,0,0
moody's may upgrade ratings on gold kist,Future Information,0,0,1
moody's may upgrade ratings on gold kist,Price Sentiment_positive,0,1,0
moody's may upgrade ratings on gold kist,Price Sentiment_negative,0,0,1
moody's may upgrade ratings on gold kist,Price Sentiment_none,1,1,1
"Gold prices trading higher in Delhi, Chennai, Ahmd market",Price Direction Up,1,1,1
"Gold prices trading higher in Delhi, Chennai, Ahmd market",Price Direction Constant,0,0,1
"Gold prices trading higher in Delhi, Chennai, Ahmd market",Price Direction Down,0,0,1
"Gold prices trading higher in Delhi, Chennai, Ahmd market",Asset Comparision,0,0,1
"Gold prices trading higher in Delhi, Chennai, Ahmd market",Past Information,1,0,0
"Gold prices trading higher in Delhi, Chennai, Ahmd market",Future Information,0,0,1
"Gold prices trading higher in Delhi, Chennai, Ahmd market",Price Sentiment_positive,1,1,1
"Gold prices trading higher in Delhi, Chennai, Ahmd market",Price Sentiment_negative,0,0,1
"Gold prices trading higher in Delhi, Chennai, Ahmd market",Price Sentiment_none,0,0,1
"gold continues to shoot up, likely to hit rs 10k mark",Price Direction Up,1,1,1
"gold continues to shoot up, likely to hit rs 10k mark",Price Direction Constant,0,0,1
"gold continues to shoot up, likely to hit rs 10k mark",Price Direction Down,0,0,1
"gold continues to shoot up, likely to hit rs 10k mark",Asset Comparision,0,0,1
"gold continues to shoot up, likely to hit rs 10k mark",Past Information,1,0,0
"gold continues to shoot up, likely to hit rs 10k mark",Future Information,0,1,0
"gold continues to shoot up, likely to hit rs 10k mark",Price Sentiment_positive,1,1,1
"gold continues to shoot up, likely to hit rs 10k mark",Price Sentiment_negative,0,1,0
"gold continues to shoot up, likely to hit rs 10k mark",Price Sentiment_none,0,0,1
trump : what would impeaching trump mean for gold and silver?,Price Direction Up,0,0,1
trump : what would impeaching trump mean for gold and silver?,Price Direction Constant,0,0,1
trump : what would impeaching trump mean for gold and silver?,Price Direction Down,0,0,1
trump : what would impeaching trump mean for gold and silver?,Asset Comparision,1,0,0
trump : what would impeaching trump mean for gold and silver?,Past Information,0,0,1
trump : what would impeaching trump mean for gold and silver?,Future Information,1,1,1
trump : what would impeaching trump mean for gold and silver?,Price Sentiment_positive,0,0,1
trump : what would impeaching trump mean for gold and silver?,Price Sentiment_negative,0,1,0
trump : what would impeaching trump mean for gold and silver?,Price Sentiment_none,1,0,0
"Gold prices mark a loss as U.S. equities, dollar gain ground",Price Direction Up,0,0,1
"Gold prices mark a loss as U.S. equities, dollar gain ground",Price Direction Constant,0,0,1
"Gold prices mark a loss as U.S. equities, dollar gain ground",Price Direction Down,1,1,1
"Gold prices mark a loss as U.S. equities, dollar gain ground",Asset Comparision,1,1,1
"Gold prices mark a loss as U.S. equities, dollar gain ground",Past Information,1,1,1
"Gold prices mark a loss as U.S. equities, dollar gain ground",Future Information,0,0,1
"Gold prices mark a loss as U.S. equities, dollar gain ground",Price Sentiment_positive,0,0,1
"Gold prices mark a loss as U.S. equities, dollar gain ground",Price Sentiment_negative,1,1,1
"Gold prices mark a loss as U.S. equities, dollar gain ground",Price Sentiment_none,0,0,1
gold trades below one-month high as europe data curbs demand,Price Direction Up,0,0,1
gold trades below one-month high as europe data curbs demand,Price Direction Constant,1,0,0
gold trades below one-month high as europe data curbs demand,Price Direction Down,0,0,1
gold trades below one-month high as europe data curbs demand,Asset Comparision,0,0,1
gold trades below one-month high as europe data curbs demand,Past Information,1,1,1
gold trades below one-month high as europe data curbs demand,Future Information,0,0,1
gold trades below one-month high as europe data curbs demand,Price Sentiment_positive,0,0,1
gold trades below one-month high as europe data curbs demand,Price Sentiment_negative,0,1,0
gold trades below one-month high as europe data curbs demand,Price Sentiment_none,0,0,1
Mnuchin viewed the solar eclipse atop $200 billion of Fort Knox gold,Price Direction Up,0,0,1
Mnuchin viewed the solar eclipse atop $200 billion of Fort Knox gold,Price Direction Constant,0,0,1
Mnuchin viewed the solar eclipse atop $200 billion of Fort Knox gold,Price Direction Down,0,0,1
Mnuchin viewed the solar eclipse atop $200 billion of Fort Knox gold,Asset Comparision,0,1,0
Mnuchin viewed the solar eclipse atop $200 billion of Fort Knox gold,Past Information,1,0,0
Mnuchin viewed the solar eclipse atop $200 billion of Fort Knox gold,Future Information,0,0,1
Mnuchin viewed the solar eclipse atop $200 billion of Fort Knox gold,Price Sentiment_positive,0,0,1
Mnuchin viewed the solar eclipse atop $200 billion of Fort Knox gold,Price Sentiment_negative,0,1,0
Mnuchin viewed the solar eclipse atop $200 billion of Fort Knox gold,Price Sentiment_none,1,0,0
"feb. gold falls $4.30, or 0.7%, to $643.80/oz in ny",Price Direction Up,0,0,1
"feb. gold falls $4.30, or 0.7%, to $643.80/oz in ny",Price Direction Constant,0,0,1
"feb. gold falls $4.30, or 0.7%, to $643.80/oz in ny",Price Direction Down,1,1,1
"feb. gold falls $4.30, or 0.7%, to $643.80/oz in ny",Asset Comparision,0,0,1
"feb. gold falls $4.30, or 0.7%, to $643.80/oz in ny",Past Information,1,1,1
"feb. gold falls $4.30, or 0.7%, to $643.80/oz in ny",Future Information,0,0,1
"feb. gold falls $4.30, or 0.7%, to $643.80/oz in ny",Price Sentiment_positive,0,0,1
"feb. gold falls $4.30, or 0.7%, to $643.80/oz in ny",Price Sentiment_negative,1,1,1
"feb. gold falls $4.30, or 0.7%, to $643.80/oz in ny",Price Sentiment_none,0,0,1
gold dawdles to end record-breaking year with modest gains,Price Direction Up,1,0,0
gold dawdles to end record-breaking year with modest gains,Price Direction Constant,0,0,1
gold dawdles to end record-breaking year with modest gains,Price Direction Down,0,0,1
gold dawdles to end record-breaking year with modest gains,Asset Comparision,0,0,1
gold dawdles to end record-breaking year with modest gains,Past Information,1,1,1
gold dawdles to end record-breaking year with modest gains,Future Information,0,0,1
gold dawdles to end record-breaking year with modest gains,Price Sentiment_positive,1,1,1
gold dawdles to end record-breaking year with modest gains,Price Sentiment_negative,0,1,0
gold dawdles to end record-breaking year with modest gains,Price Sentiment_none,0,0,1
sell mcx gold june; target of rs 26550-26400: achiievers,Price Direction Up,0,0,1
sell mcx gold june; target of rs 26550-26400: achiievers,Price Direction Constant,1,0,0
sell mcx gold june; target of rs 26550-26400: achiievers,Price Direction Down,0,0,1
sell mcx gold june; target of rs 26550-26400: achiievers,Asset Comparision,0,0,1
sell mcx gold june; target of rs 26550-26400: achiievers,Past Information,1,0,0
sell mcx gold june; target of rs 26550-26400: achiievers,Future Information,0,0,1
sell mcx gold june; target of rs 26550-26400: achiievers,Price Sentiment_positive,0,1,0
sell mcx gold june; target of rs 26550-26400: achiievers,Price Sentiment_negative,0,1,0
sell mcx gold june; target of rs 26550-26400: achiievers,Price Sentiment_none,0,0,1
"gold edges higher, silver drops 5.2% at closing",Price Direction Up,1,0,0
"gold edges higher, silver drops 5.2% at closing",Price Direction Constant,0,0,1
"gold edges higher, silver drops 5.2% at closing",Price Direction Down,0,0,1
"gold edges higher, silver drops 5.2% at closing",Asset Comparision,1,0,0
"gold edges higher, silver drops 5.2% at closing",Past Information,1,1,1
"gold edges higher, silver drops 5.2% at closing",Future Information,0,0,1
"gold edges higher, silver drops 5.2% at closing",Price Sentiment_positive,1,0,0
"gold edges higher, silver drops 5.2% at closing",Price Sentiment_negative,0,1,0
"gold edges higher, silver drops 5.2% at closing",Price Sentiment_none,0,0,1
"do not buy gold, silver at current level: kunal shah",Price Direction Up,0,0,1
"do not buy gold, silver at current level: kunal shah",Price Direction Constant,0,0,1
"do not buy gold, silver at current level: kunal shah",Price Direction Down,0,0,1
"do not buy gold, silver at current level: kunal shah",Asset Comparision,1,0,0
"do not buy gold, silver at current level: kunal shah",Past Information,1,0,0
"do not buy gold, silver at current level: kunal shah",Future Information,0,0,1
"do not buy gold, silver at current level: kunal shah",Price Sentiment_positive,0,0,1
"do not buy gold, silver at current level: kunal shah",Price Sentiment_negative,0,1,0
"do not buy gold, silver at current level: kunal shah",Price Sentiment_none,1,0,0
$1240 : gold prices fighting to break out,Price Direction Up,0,0,1
$1240 : gold prices fighting to break out,Price Direction Constant,1,0,0
$1240 : gold prices fighting to break out,Price Direction Down,0,0,1
$1240 : gold prices fighting to break out,Asset Comparision,0,0,1
$1240 : gold prices fighting to break out,Past Information,1,0,0
$1240 : gold prices fighting to break out,Future Information,0,0,1
$1240 : gold prices fighting to break out,Price Sentiment_positive,0,1,0
$1240 : gold prices fighting to break out,Price Sentiment_negative,0,1,0
$1240 : gold prices fighting to break out,Price Sentiment_none,0,0,1
van eck : tighter global monetary policy to support gold market,Price Direction Up,1,0,0
van eck : tighter global monetary policy to support gold market,Price Direction Constant,0,0,1
van eck : tighter global monetary policy to support gold market,Price Direction Down,0,0,1
van eck : tighter global monetary policy to support gold market,Asset Comparision,0,1,0
van eck : tighter global monetary policy to support gold market,Past Information,0,0,1
van eck : tighter global monetary policy to support gold market,Future Information,1,0,0
van eck : tighter global monetary policy to support gold market,Price Sentiment_positive,1,1,1
van eck : tighter global monetary policy to support gold market,Price Sentiment_negative,0,1,0
van eck : tighter global monetary policy to support gold market,Price Sentiment_none,0,0,1
european investors opt for gold,Price Direction Up,0,0,1
european investors opt for gold,Price Direction Constant,0,0,1
european investors opt for gold,Price Direction Down,0,0,1
european investors opt for gold,Asset Comparision,0,1,0
european investors opt for gold,Past Information,1,0,0
european investors opt for gold,Future Information,0,0,1
european investors opt for gold,Price Sentiment_positive,0,1,0
european investors opt for gold,Price Sentiment_negative,0,1,0
european investors opt for gold,Price Sentiment_none,1,0,0
"december gold climbs 0.6% at $1,209.50/oz.",Price Direction Up,1,1,1
"december gold climbs 0.6% at $1,209.50/oz.",Price Direction Constant,0,0,1
"december gold climbs 0.6% at $1,209.50/oz.",Price Direction Down,0,0,1
